,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,label
3395,U.S. immigration officials on Monday deported an Iranian student headed to a Boston university despite efforts by the American Civil Liberties Union and other advocates to block the removal.,https://www.reuters.com/article/us-usa-immigration-iran/us-deports-iranian-student-despite-aclu-efforts-to-block-his-removal-idUSKBN1ZK2R2,Reuters,immigration,center,Non-biased,Entirely factual,[],0
3396,"U.S. intelligence assessments and experts have said that Saudi Crown Prince Mohammed bin Salman, who controls all levers of power in Saudi Arabia, likely ordered or at least knew about the killing of Washington Post columnist Jamal Khashoggi.",https://eu.usatoday.com/story/sports/soccer/2019/01/03/status-of-women-at-italian-game-in-sarabia-draws-criticism/38836589/,USA Today,international-politics-and-world-news,center,Non-biased,Entirely factual,[],0
3398,"U.S. Park Police walked back its claim on Friday that no ""tear gas"" was used to clear protesters in front of the White House before President Donald Trump crossed the street for his ill-fated photo-op on Monday.",https://www.alternet.org/2020/06/trump-claimed-no-tear-gas-was-used-on-white-house-protesters-now-a-us-official-that-was-based-on-a-mistake/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['ill-fated', 'photo-op']",1
3400,"U.S. President Donald Trump is doing well and is very healthy, White House adviser Kellyanne Conway told Fox News on Thursday, after a U.S. military official who worked at the White House was found to have been infected with the novel coronavirus.",https://www.reuters.com/article/us-health-coronavirus-usa-conway/trump-doing-well-after-presidents-valet-tests-positive-for-virus-conway-idUSKBN22J2W0,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],0
3401,"U.S. President Donald Trump is open to negotiations on another possible stimulus bill amid the novel coronavirus pandemic, but not the one put forward by House of Representatives Democrats, a White House spokeswoman said on Thursday.",https://www.reuters.com/article/us-health-coronavirus-usa-congress/trump-is-open-to-more-coronavirus-stimulus-but-not-democrats-plan-white-house-idUSKBN22Q2K6?feedType=RSS&feedName=topNews,Reuters,coronavirus,center,Non-biased,Entirely factual,[],0
3402,U.S. President Donald Trump landed in London on Monday for a NATO summit. Queen Elizabeth will host the NATO leaders at Buckingham Palace on Tuesday.,https://www.reuters.com/article/us-nato-summit-trump-arrival/u-s-president-trump-arrives-in-london-for-nato-summit-idUSKBN1Y62ER,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],0
3403,U.S. President Donald Trump on Friday signed a proclamation suspending entry of immigrants who will not be covered by health insurance within 30 days of entering the United States or do not have the means to pay for their healthcare costs themselves.,https://www.reuters.com/article/us-usa-immigration-healthcare/trump-suspends-entry-of-immigrants-who-cannot-pay-for-healthcare-idUSKBN1WK01J,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
3404,U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.,https://www.reuters.com/article/us-usa-trump-impeachment-presidency/trump-says-impeachment-will-become-routine-after-democrats-push-ahead-idUSKBN1Y91YW,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],0
3405,"U.S. President Donald Trump pledged on Wednesday to deliver a better healthcare system than Obamacare if the Supreme Court tosses out his predecessor’s signature domestic achievement, a potentially hazardous claim as he seeks re-election.",https://www.reuters.com/article/us-usa-trump-healthcare/trump-says-he-can-produce-a-better-healthcare-plan-than-obamacare-idUSKCN1R82EE,Reuters,universal health care,center,Non-biased,No agreement,"['hazardous', 'claim']",0
3406,"U.S. President Donald Trump retweeted a video showing one of his supporters in Florida shouting “white power” at protesters of his administration, drawing rebukes from allies and adversaries as protests continue in the aftermath of George Floyd’s death.",https://www.reuters.com/article/us-minneapolis-police-statues-trump/trump-takes-hard-line-on-u-s-monuments-threatens-force-against-protesters-idUSKBN23U1O7,Reuters,black lives matter,center,Biased,Entirely factual,[],1
3407,U.S. President Donald Trump said on Sunday he would raise tariffs to 25 percent from 10 percent on $200 billion of Chinese goods.,https://www.reuters.com/article/us-usa-trade-tariffs-explainer/explainer-who-pays-trumps-tariffs-china-and-other-exporters-or-u-s-customers-idUSKCN1SB0UF?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],0
3408,U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.,https://uk.reuters.com/article/uk-usa-shutdown-trump-emergency/trump-says-likely-to-declare-emergency-if-no-deal-on-border-wall-idUKKCN1P41TL,Reuters,immigration,center,Non-biased,Entirely factual,[],0
3409,"U.S. President Donald Trump said on Tuesday he backed Bolivia’s interim President Jeanine Anez as she seeks “a peaceful democratic transition,” and he denounced ongoing violence in the country.",https://www.reuters.com/article/us-bolivia-morales-usa/trump-backs-bolivias-interim-president-denounces-violence-idUSKBN1YL2AQ,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],0
3411,U.S. President Donald Trump said on Wednesday a tax cut for the middle class would be announced over the next 90 days.,https://www.reuters.com/article/us-davos-meeting-trump-tax/trump-says-middle-class-tax-cut-to-be-announced-over-next-90-days-fox-business-idUSKBN1ZL18X,Reuters,middle-class,center,Non-biased,Entirely factual,[],0
3413,"U.S. President Donald Trump’s businesses lost a total of more than $1 billion from 1985 to 1994, according to the New York Times, which said it obtained printouts from Trump’s official Internal Revenue Service tax transcripts.",https://www.reuters.com/article/us-usa-trump-taxes/trump-tax-returns-from-1985-to-1994-show-1-billion-in-losses-ny-times-idUSKCN1SD2R4?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],0
3414,U.S. President Donald Trump’s campaign believes he can turn Republicans’ biggest liability from last year’s congressional elections - the debate about the future of healthcare in America - into a winning issue for his reelection.,https://www.reuters.com/article/us-usa-election-trump/trump-campaign-views-healthcare-as-a-2020-campaign-weapon-idUSKCN1SU12T?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
3415,U.S. President Donald Trump’s former personal lawyer Michael Cohen said on Wednesday that Trump has not released his tax returns because he feared that public scrutiny would lead to an audit and tax penalties.,https://www.reuters.com/article/us-usa-trump-russia-taxes/cohen-trump-feared-audit-if-he-released-tax-returns-idUSKCN1QG2X7,Reuters,taxes,center,Non-biased,Entirely factual,[],0
3416,"U.S. prosecutors on Friday unveiled charges against 18 Portland, Oregon protesters ranging from assaulting police to arson and trespassing, a day after the Trump administration expanded the deployment of tactical police to Seattle.",https://in.reuters.com/article/global-race-portland-protests/thousands-gather-outside-central-police-precinct-as-portland-protests-continue-idINKCN24P0NW,Reuters,black lives matter,center,Biased,Entirely factual,[],1
3417,"U.S. Rep. Steve King, under fire for defending white nationalism and white supremacism is now endorsing President Trump’s desire to declare a national emergency to build his wall.",https://www.alternet.org/2019/01/racist-congressman-wants-trump-to-illegally-declare-a-state-of-emergency-so-the-border-wall-can-serve-as-a-monument-to-the-rule-of-law/,Alternet,immigration,left,Biased,Somewhat factual but also opinionated,['white'],1
3418,"U.S. Representative Alexandria Ocasio-Cortez on Thursday promoted her ambitious welfare legislation to constituents in her home district in New York, finding a friendlier audience than she often encounters in the glare of Washington.",https://www.reuters.com/article/us-usa-politics-ocasio-cortez/ocasio-cortez-sells-ambitious-u-s-welfare-legislation-in-home-district-idUSKBN1WJ07J,Reuters,middle-class,center,Non-biased,Somewhat factual but also opinionated,[],0
3419,"U.S. Senator Elizabeth Warren, who has emerged as a top contender to challenge Republican President Donald Trump, has faced criticism from moderate rivals including former Vice President Joe Biden over her Medicare for All proposal, which would eventually eliminate most private insurance in favor of a government-run plan.",https://www.reuters.com/article/us-usa-election-debate-healthcare/healthcare-tangles-in-democratic-white-house-race-could-carry-risk-in-2020-polls-show-idUSKBN1XU16M?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
3421,"U.S. specialty healthcare benefits manager eviCore is exploring a sale of the company or an initial public offering, hoping for a valuation of more than $4 billion, including debt, people familiar with the matter said on Thursday.",https://www.reuters.com/article/us-evicore-healthcare-m-a-idUSKBN1802S2,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
3422,"U.S. Treasury Secretary Steven Mnuchin failed to meet a final congressional deadline on Tuesday for turning over President Donald Trump’s tax returns to lawmakers, setting the stage for a possible court battle between Congress and the administration.",https://www.reuters.com/article/us-usa-trump-tax/treasurys-mnuchin-misses-congressional-deadline-to-hand-over-trump-tax-returns-idUSKCN1RZ0W8?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],0
3423,U.S. Treasury Secretary Steven Mnuchin said on Tuesday that Treasury Department lawyers had held “informational” discussions with the White House about an expected request from House Democrats for President Donald Trump’s tax returns.,https://www.reuters.com/article/us-usa-trump-tax/mnuchin-says-treasury-lawyers-consulted-white-house-on-trump-tax-returns-idUSKCN1RL2FJ,Reuters,taxes,center,Non-biased,Entirely factual,[],0
3425,U.S. women’s soccer team co-captain Megan Rapinoe is begging prominent male soccer stars to must begin agitating for political causes.,https://www.breitbart.com/sports/2019/12/04/megan-rapinoe-pleads-male-soccer-stars-become-political-activists/,Breitbart,sport,right,Biased,Somewhat factual but also opinionated,['begging'],1
3426,"UFC Middleweight Champion Israel Adesanya’s comment that his opponent will ""crumble like the Twin Towers"", in addition to being terrible and inappropriate, also makes no sense. ",https://www.breitbart.com/sports/2020/02/22/ufc-champ-israel-adesanya-ripped-for-disgusting-9-11-comments/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,sport,right,Biased,Expresses writer’s opinion,['terrible'],1
3427,"Ultimately, the best way to defeat the idea of white supremacy is to ignore cartoon villains like Spencer and Anglin. They’re bigots, losers, and attention-seekers who survive on the oxygen the media gives them.",https://thefederalist.com/2018/01/12/new-york-times-needs-get-white-supremacy-fetish/,Federalist,white-nationalism,right,Biased,Expresses writer’s opinion,"['bigots', 'losers', 'attention-seekers']",1
3429,"Unbelievably, with all they had seen their child suffer, his parents not only refused the doctor’s suggestion that he receive another DTaP vaccination they also declined all the other scheduled vaccinations the boy had missed.",https://www.alternet.org/2019/03/parents-see-their-unvaccinated-child-suffer-the-agonies-of-tetanus-yet-theyre-still-anti-vaxxers/,Alternet,vaccines,left,Biased,Somewhat factual but also opinionated,['Unbelievably'],1
3430,"Under Colorado’s new “red flag” law, family members and law enforcement officials can petition a court to temporarily take a gun away from an individual they believe to be a threat to themselves or others.",https://www.alternet.org/2020/01/here-are-10-new-laws-that-are-now-in-effect-in-2020/,Alternet,gun control,left,Non-biased,Entirely factual,[],0
3431,"Under current immigration policies, it’s possible that immigration arrests could lead to poor mental health by increasing deportation fears among undocumented individuals and their families and neighbors, the study authors write.",https://www.reuters.com/article/us-health-mental-immigration-policy/immigration-raids-tied-to-worse-mental-health-among-hispanic-americans-idUSKBN1XV2L2,Reuters,immigration,center,Non-biased,Entirely factual,[],0
3433,"Under the changes, all military style semi-automatics (MSSA) and assault rifles will be banned, along with parts used to convert weapons into MSSAs and all high-capacity magazines.",https://www.reuters.com/article/us-newzealand-shootout-gunlaws/shaken-by-mosque-massacre-new-zealand-gun-owners-prepare-to-hand-over-banned-weapons-idUSKCN1R20ME?feedType=RSS&feedName=topNews,Reuters,gun-control,center,Non-biased,Entirely factual,[],0
3434,"Unfortunately for you non-Texans, Gov. Abbott's extreme gooberness is now surging across our borders to afflict people in your state.",https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/,Alternet,universal health care,left,Biased,Expresses writer’s opinion,['gooberness'],1
3435,"Unfortunately, as the number of recommended childhood vaccines has nearly tripled, the likelihood of on-time and successful completion of vaccination series is reduced.",https://thefederalist.com/2017/07/26/blame-money-not-anti-vaxxers-americas-low-child-vaccination-rates/,Federalist,vaccines,right,Non-biased,Somewhat factual but also opinionated,[],0
3436,"Unfortunately, everything changed in 2014 with the “Hands Up, Don’t Shoot” hoax.",http://feedproxy.google.com/~r/breitbart/~3/f1fSQQjH1NE/,Breitbart,gun control,right,Biased,Expresses writer’s opinion,['hoax'],1
3438,United Airlines said Tuesday it would suspend 24 flights between the U.S. and China the first week of February amid growing concern about the spread of the coronavirus that originated in the Asian nation.,https://eu.usatoday.com/story/travel/2020/01/28/coronavirus-united-cancels-china-flights-amid-outbreak-travel-alerts/4598279002/,USA Today,coronavirus,center,Non-biased,Entirely factual,[],0
3439,"University of Texas at Austin student Sanika Nayak argued that men make gym facilities uncomfortable for women and proposed that the University of Texas should divide the gym into protected sections, so that female students can feel more comfortable when they are exercising.",https://www.breitbart.com/tech/2019/01/24/university-of-texas-student-says-gyms-are-too-masculine-proposes-women-only-gym/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Non-biased,Entirely factual,[],0
3440,"Until recently, there seemed to be no broader plan behind NeverTrump’s early, and vigorous, opposition to Trump and his administration. But the contours of a plan have begun to emerge, particularly on social media, where the movement’s criticism of Trump alternates with praise for some of his opponents in the 2016 Republican primary.",https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/,Breitbart,trump-presidency,right,Biased,Somewhat factual but also opinionated,[],1
3441,"Until the last few years, all Washington could talk about was how to cut Social Security benefits, and by how much but a grass-roots progressive coalition began campaigning for expansion in 2013, and the idea has since moved straight to the heart of the Democratic Party.",https://www.reuters.com/article/us-column-miller-socialsecurity/social-security-expansion-to-get-serious-hearing-in-u-s-house-idUSKCN1PP1AN,Reuters,middle-class,center,Biased,Somewhat factual but also opinionated,['grass-roots'],1
3443,USA Gymnastics will join USA Swimming and USA Track & Field in asking that the U.S. Olympic and Paralympic Committee lobby for a postponement of the Tokyo Games.,https://eu.usatoday.com/story/sports/olympics/2020/03/23/tokyo-games-usa-gymnastics-joins-chorus-lobbying-postponement/2903652001/,USA Today,sport,center,Non-biased,Entirely factual,[],0
3444,"USA Today Sports published a broadside against youth tackle football, claiming that the sport is just too dangerous for children.",https://www.breitbart.com/sports/2019/03/04/usa-today-makes-the-case-for-banning-youth-tackle-football/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,sport,right,Biased,Somewhat factual but also opinionated,['claiming'],1
3445,"Using the coronavirus as his excuse, Donald Trump is working to give the highest-paid American workers a valuable tax break, while tossing crumbs to the middle class and the working poor.",https://www.alternet.org/2020/03/heres-how-trump-is-grifting-the-pandemic-to-give-the-rich-another-big-tax-cut/,Alternet,taxes,left,Biased,Somewhat factual but also opinionated,"['crumbs', 'tossing']",1
3446,"Using the International Holocaust Remembrance Alliance's definition of anti-Semitism, Canada’s vote for creation of a Palestinian state does not delegitimize Israel, any more than Canadian criticism of any other state delegitimizes it.",https://www.alternet.org/2019/12/what-constitutes-fair-and-unfair-criticism-of-israel/,Alternet,international-politics-and-world-news,left,Non-biased,No agreement,[],0
3447,"Using the same alarmist language he has employed to describe illegal immigration, Trump painted Democrat-led cities as out of control and lashed out at the “radical left,” which he blamed for rising violence in some cities, even though criminal justice experts say it defies easy explanation.",https://www.breitbart.com/news/trump-deploys-more-federal-agents-under-law-and-order-push/,Breitbart,gun control,right,Biased,Somewhat factual but also opinionated,"['lashed', 'out', 'alarmist']",1
3448,"Utah barred abortion after 18 weeks last year, becoming one of several states to adopt strict bans. ",https://www.nbcnews.com/politics/politics-news/utah-passes-new-abortion-rules-could-mean-felony-charges-doctors-n1157881?cid=public-rss_20200313,MSNBC,abortion,left,Non-biased,Entirely factual,[],0
3449,"Vaccine critics, for example, have long championed the false claim that vaccines cause autism, and that the Centers for Disease Control and Prevention has tried to cover up that information, Gorski said. ",https://www.alternet.org/2020/04/anti-vaxxers-are-latching-onto-the-coronavirus-pandemic-to-bolster-their-movement/,Alternet,vaccines,left,Non-biased,Entirely factual,"['false', 'claim']",0
3450,"Velasquez, 27, is among the nearly 700,000 undocumented young people who were brought to the USA as children and rely on the Deferred Action for Childhood Arrivals program, or DACA, that President Donald Trump wants to terminate.",https://eu.usatoday.com/story/news/politics/2020/03/30/dreamers-wake-up-call-pandemic-puts-daca-recipients-front-lines/2935336001/,USA Today,immigration,center,Non-biased,Entirely factual,[],0
3454,"Vice President Mike Pence repeatedly made false claims about the Trump administration's coronavirus response as he dodged, interrupted and obfuscated through the vice presidential debate on Wednesday.",https://feeds.feedblitz.com/~/636580104/0/alternet~Mike-Pence-went-down-in-a-blizzard-of-lies-when-pressed-on-the-Trump-coronavirus-response/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,"['dodged', 'obfuscated']",1
3455,"Victims of the violence endured potentially life-threatening injuries D.C. fire spokesman Doug Buchanan told The Washington Post. D.C. Police Chief Peter Newsham told protesters: ""We're doing the best we can."" ",https://www.alternet.org/2020/12/proud-boys/,Alternet,black lives matter,left,Non-biased,Entirely factual,[],0
3456,Victoria’s Secret chose the middle of a worldwide pandemic to launch its spring campaign featuring transgender and plus-sized models. ,https://www.breitbart.com/entertainment/2020/03/19/victorias-secret-launches-transgender-plus-sized-campaign-in-midst-of-coronavirus-pandemic/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Non-biased,Entirely factual,[],0
3457,"Victoria’s Secret spring campaign featuring transgender and plus-sized models marks a dramatic shift toward progressive feminism for Victoria’s Secret, which has been roiled by management changes in the past year.",https://www.breitbart.com/entertainment/2020/03/19/victorias-secret-launches-transgender-plus-sized-campaign-in-midst-of-coronavirus-pandemic/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Biased,Expresses writer’s opinion,"['dramatic', 'roiled']",1
3458,"Victorina Morales, an undocumented immigrant from Guatemala, told reporters in a conference call on Tuesday that she was allowed to work at the resort after she submitted a fraudulent Social Security number and green card, which she alleges her supervisors knew were phony.",https://eu.usatoday.com/story/news/politics/2019/01/31/state-union-undocumented-trump-national-worker-attend/2731605002/,USA Today,immigration,center,Non-biased,Entirely factual,['phony'],0
3459,Video footage on Twitter showed cheering protesters in Raleigh taking down two Confederate statues with ropes and hanging one to a lamp post.,https://www.reuters.com/article/us-minneapolis-police-juneteenth-washing/north-carolina-governor-orders-confederate-statues-moved-after-several-toppled-idUSKBN23R0GK,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
3460,"Violence against women has plagued Mexico for years and the many killings of women drew international attention when they spiked in the 1990s, about the time of the signing of the North American Free Trade Agreement and of an increase in Juarez of manufacturing plants known as maquiladoras.",https://www.nbcnews.com/news/latino/shooting-death-young-woman-activist-returns-spotlight-femicides-juarez-mexico-n1120811?cid=public-rss_20200124,MSNBC,gender,left,Biased,No agreement,['plagued'],1
3462,"Virginia Governor Ralph Northam on Wednesday said he would ban all firearms and other weapons around the state capitol building this weekend, ahead of a major gun-rights demonstration expected to draw thousands of people.",https://www.reuters.com/article/us-usa-guns-rally/warning-of-serious-threats-virginia-governor-bans-weapons-at-gun-rights-rally-idUSKBN1ZE1RM?feedType=RSS&feedName=topNews,Reuters,gun control,center,Non-biased,Entirely factual,[],0
3463,"Virginia, where Democrats took control of the legislature by promising stronger gun laws, has become the latest focal point for the contentious American debate around the right to bear arms. ",https://www.reuters.com/article/us-usa-guns-rally/fbi-arrests-three-alleged-neo-nazis-ahead-of-virginia-gun-rally-idUSKBN1ZF2B3?feedType=RSS&feedName=topNews,Reuters,gun control,center,Non-biased,Entirely factual,[],0
3464,"Virginia’s House Republican leader said on Saturday that white supremacists and any other groups trying to spread “hate, violence, or civil unrest” were not welcome at a pro-gun rally in the state’s capital on Monday, which is expected to draw thousands.",https://www.reuters.com/article/us-usa-guns-rally/ahead-of-tinder-box-virginia-gun-rally-trump-says-constitution-under-attack-idUSKBN1ZH09W?feedType=RSS&feedName=topNews,Reuters,gun control,center,Biased,Entirely factual,[],1
3465,"Visiting West Indies skipper Jason Holder has said it would be a team decision for them whether to protest the death of George Floyd, an unarmed black man who died in Minneapolis last month after a white police officer knelt on his neck for almost nine minutes.",https://www.reuters.com/article/uk-minneapolis-police-cricket-anderson-idUKKBN23J0KN?taid=5ee31a87cc071f00018dbfe2&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
3466,"Voting in quasi-militarized settings was not confined to the nation’s capital. In Philadelphia, on election eve, the mayor announced a curfew that was slated to take effect an hour before its polls closed, but subsequently delayed it after an outcry by other city officials and activists. ",https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/,Alternet,elections-2020,left,Biased,Somewhat factual but also opinionated,"['quasi-militarized', 'outcry']",1
3467,"WADA wants to investigate all the athletes who trained with banned coach Alberto Salazar at the Nike Oregon Project, one of which was Britain’s Farah, the 5,000m and 10,000m champion at both the London 2012 and Rio de Janeiro 2016 Games.",https://www.reuters.com/article/us-athletics-doping-ukad/uk-anti-doping-body-says-wada-has-not-asked-for-retesting-of-samples-idUSKBN1ZM0HO,Reuters,sport,center,Non-biased,Entirely factual,[],0
3468,Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.,https://www.reuters.com/article/us-usa-stocks/wall-st-drops-on-trumps-china-trade-comments-economic-worries-idUSKBN22Q1MP?feedType=RSS&feedName=topNews,Reuters,coronavirus,center,Biased,Somewhat factual but also opinionated,"['bellicose', 'dire']",1
3470,"Warren has laid out a series of proposals including ones to end college debt, create universal child care and fight the opioid epidemic that she says she’d fund by taxing the mega wealthy through a $2.75 trillion tax on American households making more than $50 million annually.",https://eu.usatoday.com/story/news/politics/2019/09/12/elizabeth-warren-social-security-200-per-month-taxing-rich/2294876001/,USA Today,middle-class,center,Non-biased,Entirely factual,[],0
3471,"Warren laid out that she was going to pay for the plan to cancel student debt, which would cost $1.25 trillion over the next decade, by an “Ultra-Millionaire Tax,"" which is a 2% annual levy that she wants to impose of 75,000 American families with $50 million or more in wealth.",https://eu.usatoday.com/story/news/politics/elections/2020/01/14/election-2020-elizabeth-warren-says-she-cancel-student-loan-debt-first-day-in-white-house/4460802002/,USA Today,student-debt,center,Non-biased,Entirely factual,[],0
3472,"Warren last year introduced a proposal that would eliminate up to $50,000 in student loan debt for every indebted person with a household income of less than $100,000. ",https://eu.usatoday.com/story/news/politics/elections/2020/01/14/election-2020-elizabeth-warren-says-she-cancel-student-loan-debt-first-day-in-white-house/4460802002/,USA Today,student-debt,center,Non-biased,Entirely factual,[],0
3473,Warren savages Biden for wanting McConnell to get re-elected (Biden’s argument about being able to convince McConnell’s Republicans to work with him seems even more tone-deaf) while Buttigieg hits Bloomberg for opposing raising the minimum wage and Obama’s candidacy.,http://feedproxy.google.com/~r/breitbart/~3/pUgF2R34o0Y/,Breitbart,universal health care,right,Biased,Somewhat factual but also opinionated,"['savages', 'tone-deaf']",1
3474,"Warren would forgive up to $50,000 for each individual earning less than $100,000, which would dramatically impact Americans with undergraduate degrees, but likely only make a small dent for Americans with graduate degrees.",https://eu.usatoday.com/story/news/nation/2020/01/25/election-2020-democrats-focus-student-loan-debt-do-voters-care/4562079002/,USA Today,student-debt,center,Non-biased,Somewhat factual but also opinionated,[],0
3475,"Warren, a U.S. senator from Massachusetts, estimates her healthcare overhaul will cost an additional $20.5 trillion in federal spending over 10 years without the need to raise middle-class taxes, a claim questioned by some of her rivals in the 2020 White House race.",https://www.reuters.com/article/us-election-warren-healthcare-exclusive/exclusive-economist-who-backed-warren-healthcare-plan-has-doubts-about-her-wealth-tax-idUSKBN1XI01T,Reuters,universal health care,center,Biased,Entirely factual,['claim'],1
3476,"Warren, citing the recent outbreak of the coronavirus, which has resulted in at least 80 deaths in China, released a plan aimed at “preventing, containing, and treating infectious disease” in the U.S. and abroad.",http://feedproxy.google.com/~r/breitbart/~3/fYRAFd6vc-M/,Breitbart,universal health care,right,Non-biased,Entirely factual,[],0
3477,"Warren, who unlike Sanders, claims her Medicare for All plan would not result in a middle class tax hike, released her plan to transition to Medicare for All in a Medium post in November.",http://feedproxy.google.com/~r/breitbart/~3/-U3YVLli7Ko/,Breitbart,taxes,right,Non-biased,Entirely factual,['claims'],0
3478,Warren’s speech included leftist talking points — from corporations’ alleged mistreatment of American workers and unions to the dangers of “cutthroat capitalism” and the pitfalls of free trade.,https://www.breitbart.com/politics/2018/12/01/elizabeth-warren-2020-trump-cozies-white-nationalists-inspires-domestic-right-wing-terrorism/,Breitbart,white-nationalism,right,Biased,Somewhat factual but also opinionated,"['leftist', 'cutthroat']",1
3481,"Watching a crazed mob tear down the statue of Christopher Columbus in Pelosi’s native Baltimore on July 4, it was impossible to believe an earlier generation of Democratic leaders would have allowed such destruction.",http://feedproxy.google.com/~r/breitbart/~3/dTkV_nLSbGg/,Breitbart,gun control,right,Biased,Expresses writer’s opinion,"['crazed', 'mob']",1
3483,"Way back in 2012, then-Gov. Rick Scott made headlines with a weird new policy: Any claim for unemployment could no longer be done by phone or in person—it had to be filed online using his new website. ",https://feeds.feedblitz.com/~/621918978/0/alternet_all~Florida%e2%80%99s-economy-is-collapsing-under-COVID-%e2%80%94-and-they-only-have-Republicans-are-to-blame/,Alternet,taxes,left,Biased,Somewhat factual but also opinionated,['weird'],1
3484,"We could also point out how many of us said Trump and his party, unable to pay for their massive tax breaks for the wealthy, would invariably go after Medicare and Medicaid to help finance the tax giveaways – just as Republicans are doing now.",http://www.msnbc.com/rachel-maddow-show/medicare-trump-arrives-his-read-my-lips-moment,MSNBC,middle-class,left,Non-biased,Expresses writer’s opinion,[],0
3485,"We could turn our attention to the fact that Republicans spent much of the last decade falsely accusing Democrats of supporting Medicare cuts through the Affordable Care Act, only to have a GOP White House actually propose taking an ax to the social-insurance program.",http://www.msnbc.com/rachel-maddow-show/medicare-trump-arrives-his-read-my-lips-moment,MSNBC,middle-class,left,Non-biased,No agreement,[],0
3486,We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.,https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/,Federalist,coronavirus,right,Biased,Expresses writer’s opinion,"['insanity', 'petty', 'nanny', 'suicide']",1
3487,"We don’t need to embrace full-on socialism communism, and Ocasio-Cortez is swift to say that, but the floor needs to come up and the ceiling needs to come down.",https://www.alternet.org/2019/01/alexandria-ocaio-cortez-is-absolutely-right-there-shouldnt-be-any-billionaires/,Alternet,middle-class,left,Non-biased,Expresses writer’s opinion,['swift'],0
3488,We finally know what it takes to get the House to examine gun violence: it’s not a mass shooting; it’s an election.,http://www.msnbc.com/rachel-maddow-show/what-it-takes-get-congress-take-closer-look-gun-violence,MSNBC,gun-control,left,Non-biased,Expresses writer’s opinion,[],0
3489,We have to hear stump speeches and debate exchanges that relate to the rapidly deteriorating facts on the ground in this country — and not get hung up on the histrionics of how we got here.,https://www.alternet.org/2020/03/the-coronavirus-outbreak-made-universal-healthcare-into-a-national-security-issue/,Alternet,universal health care,left,Biased,Expresses writer’s opinion,"['stump', 'histrionics']",1
3491,"We just survived eight years of a messianic presidency, with a finger-wagging, patriotism-appropriating administration lecturing us on how to be proper Americans.",https://thefederalist.com/2017/01/24/trumps-national-day-patriotic-creepy/,Federalist,white-nationalism,right,Biased,Expresses writer’s opinion,"['messianic', 'finger-wagging', 'patriotism-appropriating', 'proper']",1
3492,"We might note that at the time of this Texas ruling, national liberals were spluttering with outraged opposition.",https://www.breitbart.com/politics/2020/01/01/pinkerton-the-attacks-in-new-york-and-texas-move-the-gun-control-debate-in-the-direction-the-founders-wanted/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,Biased,Expresses writer’s opinion,"['spluttering', 'outraged']",1
